,longitude,latitude
0,-0.036545279371874,51.4925524627853
1,-0.410742637695123,51.6576452641639
2,-0.754106043692918,51.5124005507293
3,-0.065520495622366,51.60275360396
4,-0.351863560626311,51.4969138193548
5,-0.658043359959041,51.5701934146069
6,-0.188865521783008,51.4427214320366
7,-0.474757021654135,51.6144298366886
8,-0.163968085117587,51.6420052254182
9,-0.145658040149675,51.4809393277518
10,-0.347269598310364,51.6576829202313
11,-0.626422035566181,51.5595835506858
12,-0.315429162799564,51.5404775871167
13,-0.322836358542717,51.4516747553137
14,-0.312023163044317,51.4561496138628
15,-0.565832526071711,51.562015155444
16,-0.67051206847703,51.5345932008431
17,-0.33071774459398,51.4982335593933
18,-0.330875557262367,51.5389661776471
19,-0.301724582816333,51.5819331315347
20,-0.168659158082654,51.4468243683671
21,-0.461462810792119,51.4670311716215
22,-0.063885756115318,51.5260740824251
23,-0.484333767076285,51.491284753491
24,-0.257679051962052,51.610476316747
25,-0.742963305583166,51.4825834449284
26,-0.220528706929368,51.6382138713302
27,-0.649216617700879,51.6324002612816
28,-0.73345903213288,51.5059913924649
29,-0.107950355951342,51.6462113846244
30,-0.722118968009236,51.5178512849517
31,-0.25558812437256,51.5195166149549
32,-0.724139192972713,51.6549614421582
33,-0.42289528780903,51.638994015007
34,-0.271209201504512,51.5613661650673
35,-0.144968905068768,51.6249399857645
36,-0.559083925420117,51.4717810456181
37,-0.136924861330971,51.5916349528331
38,-0.582171011629175,51.5309129464738
39,-0.274983119331779,51.6436356492538
40,-0.538490794284077,51.6457447981423
41,-0.5558901994232,51.5151441720754
42,-0.234649403313254,51.4507483096931
43,-0.578963968595117,51.5902242970101
44,-0.05760035371366,51.4997658974459
45,-0.706395274968284,51.4736816808073
46,-0.70145637604163,51.5257784876985
47,-0.384905365725517,51.6071526513873
48,-0.070525441983294,51.480791767529
49,-0.416416523543519,51.5892849446682
50,-0.44531096987207,51.6621193841487
51,-0.504363576110393,51.6454071098263
52,-0.49850968102434,51.5858961050422
53,-0.28059791148827,51.6591813685081
54,-0.050100335514264,51.6553493772881
55,-0.28191067149861,51.4998984868719
56,-0.339547538521961,51.6068704770414
57,-0.251951770950452,51.5594901347282
58,-0.716466832708303,51.5241188864359
59,-0.589188217758081,51.5396192148845
60,-0.226974378342908,51.5980562204773
61,-0.266674736984829,51.6070409612139
62,-0.109697068533792,51.4490857447238
63,-0.417227108790868,51.583758711001
64,-0.57299666272528,51.6319513631062
65,-0.751771300552659,51.6371033336097
66,-0.261651869159969,51.5332749514802
67,-0.045135854126096,51.4765109705744
68,-0.197160794529176,51.6114532522451
69,-0.74586856264468,51.6426902738218
70,-0.252958822695106,51.4689297175026
71,-0.340485650383241,51.6150608665185
72,-0.293761484216512,51.4964664153189
73,-0.361947509235483,51.5535227995612
74,-0.158101183607164,51.4527771482809
75,-0.530718905343232,51.6493498797387
76,-0.409069244353955,51.6460206317404
77,-0.196429736185185,51.4910950462731
78,-0.25679220785211,51.4568703454167
79,-0.727920307382002,51.5318766019619
80,-0.741569152411902,51.6550345005331
81,-0.018315434632067,51.482543638891
82,-0.071341799651642,51.63359818122
83,-0.161183251031659,51.447212089783
84,-0.316706083625327,51.4923403687901
85,-0.304731057978302,51.4845150509775
86,-0.108101043466316,51.5273449133661
87,-0.599716618126541,51.5677027760124
88,-0.487334638832984,51.5759187103124
89,-0.181852256337056,51.657755697713
90,-0.516524877058431,51.5157231439353
91,-0.733210687129454,51.4897174140038
92,-0.029918544072018,51.6193110988313
